Time,X,Y,Z,Psi,Vx_B,Vy_B,Vz_B,Ref_X,Ref_Y,Ref_Z,Ref_Psi,Ux,Uy,Uz,Upsi,Int_X,Int_Y,Cost,CalcTime
0,3,0,0.5,1.5707963267949,1.4,8.57252759403147e-17,0.2,3,0,0.5,1.5707963267949,0.610733696392378,0.999999939505958,0.544999999999975,0.0525791207338952,0,0,5.13688507233441,0.0058211
0.1,2.9894592886351,0.142190833642806,0.519999999999998,1.67829460883573,1.45394464866232,0.0554549165388182,0.199999999999955,2.99265675033133,0.139742891771843,0.52,1.6757963267949,0.50597410935494,0.88125735953342,0.544999999999734,0.0472557421008744,0.599297875306757,0.0141530487928761,4.29866868435781,0.0048948
0.2,2.95911699638041,0.286224436593331,0.539999999999969,1.78690563899646,1.4888365741064,0.0780438146291453,0.199999999999476,2.97067002585701,0.278375749208084,0.54,1.78012066591784,0.448318358176499,0.763735464717561,0.54499999990133,0.0442166959734674,1.19446282283816,0.0569981454953763,3.86720315909742,0.0043879
0.3,2.91177010060844,0.428731868079753,0.559999999991036,1.89262208390281,1.51163487479823,0.0767373724512491,0.199999999821869,2.93414718103384,0.415218013309582,0.56,1.88257603066459,0.429461691963869,0.695252810202923,0.545000000024878,0.0416229239600687,1.78181066259805,0.12853999710339,3.62887673081475,0.0043134
0.4,2.84979882616433,0.567683256387521,0.579999999975462,1.99413887436355,1.52868993280732,0.065577836319053,0.19999999986665,2.88326688011227,0.549598302379722,0.58,1.98212069256237,0.436814804542639,0.654755960466187,0.545000000007919,0.0391507087142961,2.35819570526926,0.228253137631601,3.46308854119913,0.0042381
0.5,2.77472348009745,0.701867544471503,0.59999999996284,2.09090027664965,1.54484759740081,0.0520334216905785,0.199999999880904,2.81827815853454,0.680857558151709,0.6,2.07793736811004,0.460195998330109,0.629189085993082,0.54500000001969,0.0367861293450039,2.92085648185104,0.35529506886707,3.33138294340023,0.0045694
0.6,2.68750881378037,0.830546116192041,0.619999999952702,2.18266881675997,1.56333747598166,0.0397235601067548,0.199999999916347,2.73949918379042,0.808352184965216,0.62,2.16946541761611,0.491876574528091,0.610842012204119,0.544999999994833,0.0345625133171765,3.46727574598364,0.508632837743646,3.22211440002898,0.0046621
0.7,2.58878522478559,0.953236586638337,0.639999999943872,2.26941024334026,1.58595561908205,0.0300330159875805,0.199999999907047,2.64731569808081,0.93145714810877,0.64,2.25639575145375,0.526271687066266,0.595471120428124,0.545000000004479,0.0325077360381086,3.99509270066665,0.687114120192116,3.13228371995897,0.0045183
0.8,2.4790046972263,1.06958463419849,0.65999999993498,2.35124009860538,1.61335763058577,0.0231349790352643,0.19999999991511,2.54217913598005,1.0495690032246,0.66,2.33863928660346,0.559552628322058,0.580985339680221,0.544999999920061,0.0306367709649436,4.50205266956588,0.889504492364278,3.06172479815201,0.0044334
0.9,2.3585466419314,1.17929206512319,0.679999999919296,2.42838302581223,1.64537116257803,0.0186287641995452,0.199999999771219,2.42460441888476,1.16210883305289,0.68,2.41628189602565,0.589260068133496,0.566558434804285,0.544999999995289,0.028953701067272,4.98598271314312,1.11450512544679,3.01106486706076,0.0047331
1,2.22778650203237,1.28207955074997,0.699999999895994,2.50113776953001,1.68127856177929,0.0159155616114696,0.199999999762738,2.29516743438375,1.26852507126829,0.7,2.48953678499945,0.613956444487652,0.552052518998748,0.545000000034778,0.0274553648734976,5.44478449645861,1.360759846719,2.98081755409463,0.0045033
1.1,2.08713754553027,1.37767002980535,0.719999999875398,2.56984815893501,1.72004727650672,0.0144007470076689,0.199999999825338,2.15450221294213,1.36829619596184,0.72,2.55870143695744,0.632934481030451,0.537660079210196,0.545000000068895,0.0261345228678523,5.87643804430143,1.62685699717177,2.97091188999923,0.0046689
1.2,1.93707394096897,1.46578394075811,0.739999999864132,2.63488067794929,1.76050303000636,0.0135870024778447,0.199999999949348,2.00329781693516,1.4609332775507,0.74,2.62412257476804,0.645985622547006,0.523693724329502,0.545000000072057,0.0249820772688127,6.27901186703984,1.91132926606819,2.98048927483601,0.0041535
1.3,1.77814118883043,1.54614085467804,0.759999999865552,2.69660834860929,1.8014507095968,0.0131032507271884,0.20000000007905,1.84229495867996,1.54598236764946,0.76,2.6861698933539,0.653224271859555,0.510471986540323,0.545000000050881,0.0239884520022646,6.65067635160167,2.212653280771,3.00790044439502,0.0043244
1.4,1.61095832523922,1.61846425590424,0.779999999878036,2.75539998535797,1.84175237042522,0.0126993806847606,0.200000000170637,1.6722823651884,1.62302671682611,0.78,2.74521776990688,0.654959962116074,0.498264954319078,0.545000000027095,0.0231443839152268,6.9897183547039,2.52924987848142,3.05083832529243,0.0042621
1.5,1.43621501916342,1.68248757634112,0.799999999897539,2.81161363389504,1.8803727295875,0.0122256006115522,0.200000000219408,1.49409290822154,1.69168881031636,0.8,2.8016334980129,0.651608412807978,0.487275236030449,0.545000000004249,0.0224413543229504,7.29455568356159,2.85948548264103,3.10654275898077,0.0047931
1.6,1.25466570505591,1.73796042061128,0.819999999919862,2.86559306909579,1.91640162437596,0.0116074361561694,0.200000000227056,1.30859951902542,1.75163221179113,0.82,2.85577048644834,0.643632673949104,0.477638271645541,0.544999999980242,0.021871821991657,7.5637506708451,3.20167471790573,3.17202376934552,0.0045078
1.7,1.06712217367253,1.78465441905878,0.839999999940789,2.9176664313859,1.94906120492855,0.0108221996686653,0.200000000191492,1.11671090792301,1.80256320624152,0.84,2.90796503741249,0.631506627960497,0.469432000777708,0.544999999969075,0.0214293543171569,7.79602240328895,3.55408423929389,3.24426652258256,0.0044517
1.8,0.874445529336241,1.82236843993097,0.859999999957155,2.96814631551318,1.97770378125213,0.00987951247762406,0.200000000135827,0.919367109726924,1.84423223401433,0.86,2.9585355938465,0.615694450393933,0.462689945140941,0.544999999975959,0.0211087084799128,7.99025739349897,3.91493767057245,3.32039746539741,0.0045897
1.9,0.677538063520226,1.8509330605262,0.879999999968574,3.01733083116655,2.00180456936014,0.00880657327882667,0.200000000092552,0.717534876697998,1.8764351090242,0.88,3.00778362413984,0.596640988423628,0.457414409981772,0.544999999991004,0.0209058869021857,8.14551862809118,4.28242151165919,3.39780406862036,0.004792
2,0.47733535248855,1.87021428920802,0.89999999997702,3.06550531178411,2.02095221158922,0.00763787306077517,0.200000000076359,0.512202941479314,1.8990140151967,0.9,3.05599555205829,0.574769247300128,0.453588159371085,0.544999999991084,0.0208181765427816,8.26105300941726,4.65469186495418,3.47420930245727,0.0047927
2.1,0.274798729304221,1.88011657682162,0.919999999983853,3.11294445730505,2.03483890113112,0.00640862106302955,0.200000000060311,0.304377173061148,1.91185827626076,0.920000000000001,3.10344532784975,0.550482224764796,0.451183897487772,0.544999999990984,0.0208441742137421,8.33629725275559,5.0298818341226,3.54770697657928,0.0048079
2.2,0.0709081832970265,1.88058517655709,0.939999999989073,3.15991476783425,2.04325118827425,0.00515103254463534,0.200000000044082,0.0950756493612726,1.91490489510515,0.940000000000001,3.15039737554373,0.524167200334656,0.450171422053382,0.544999999992591,0.0209837966257051,8.37088232036152,5.40610945892409,3.61676647145459,0.0044961
2.3,-0.133344315925253,1.87160791779899,0.959999999992814,3.20667716864518,2.04606203639957,0.00389268223615194,0.200000000030745,-0.114676329574075,1.90813886003561,0.960000000000002,3.19710974920726,0.496201219376659,0.450522571847831,0.544999999934353,0.0212382724147972,8.36463647823927,5.78148606230037,3.68021624911775,0.0040238
2.4,-0.336961101840495,1.85321645937461,0.97999999998998,3.2534897514874,2.04322436531532,0.00265624979339818,0.19999999991258,-0.323851263438659,1.8915932164106,0.980000000000002,3.24383739577147,0.466957004646126,0.45221418947029,0.544999999982175,0.0216101121532118,8.31758705766206,6.15412489909411,3.7372153591521,0.0037197
