Time,X,Y,Z,Psi,Vx_B,Vy_B,Vz_B,Ref_X,Ref_Y,Ref_Z,Ref_Psi,Ux,Uy,Uz,Upsi,Err_Int_X,Err_Int_Y,Err_Int_Z,Err_Int_Psi,CalcTime
0,1,0,1,1.5707963267949,1,6.12323399573677e-17,0,1,0,1,1.5707963267949,0,0,0.545,0,0,0,0,0,5.82e-05
0.02,1.00000012915085,0.0199003337487212,1,1.5898288431877,0.989870403419763,-0.0188611709720419,0,0.999800006666578,0.0199986666933331,1,1.5907963267949,0.0159384520653483,0.0309353883803174,0.545,0.0512863060172602,2.0424747953288e-06,3.96429658234348e-06,0,1.93496721438446e-05,1.86e-05
0.04,0.99998789113723,0.0396086990600666,1,1.60815171043896,0.980160141715094,-0.0353932292235118,0,0.999200106660978,0.0399893341866342,1,1.6107963267949,0.0486446271383181,0.0909267929030809,0.545,0.0918266075045536,1.02382894222911e-05,1.94246851557553e-05,0,7.22419992625367e-05,1e-05
0.06,0.999925198573996,0.059144654943279,1,1.62776861500686,0.971506360276999,-0.0503742068634563,0,0.998200539935204,0.0599640064794446,1,1.6307963267949,0.0815627341131136,0.145564367679511,0.545,0.0283043050866873,2.85628245414496e-05,5.29287917210214e-05,0,0.000132796235023256,1.87e-05
0.08,0.999763377155786,0.0785323036578134,1,1.64803425856654,0.963937647205625,-0.0634169097673213,0,0.996801706302619,0.0799146939691727,1,1.6507963267949,0.113438429174013,0.193106857269369,0.545,-0.00490195449916963,6.06987215981301e-05,0.000109852275508789,0,0.000188037599590363,2.01e-05
0.1,0.999458468292728,0.0977935913677602,1,1.66685408137206,0.95758359521599,-0.0728423204962947,0,0.995004165278026,0.0998334166468282,1,1.6707963267949,0.142756208190421,0.234903121311531,0.545,0.0709690372467145,0.000109851408288709,0.000194614852141774,0,0.000266882508047139,8.4e-06
0.12,0.998971557730613,0.11694775004316,1,1.68530541043733,0.952335063400747,-0.0799857787369179,0,0.992808635853866,0.119712207288919,1,1.6907963267949,0.170262313750551,0.271212989275384,0.545,0.0940946462267405,0.000178861850269984,0.00031074878717609,0,0.000376700835198491,6.7e-06
0.14,0.998268195608685,0.136011158290753,1,1.70549615535449,0.947958866922171,-0.087111573772743,0,0.990215996212637,0.139543114644236,1,1.7107963267949,0.19805364450012,0.301379642354446,0.545,0.00660462059513892,0.000270488164473065,0.000460847657472328,0,0.00048270426400661,6.2e-06
0.16,0.997318368565851,0.154998384354698,1,1.72586207870829,0.944582116429215,-0.0930040320238446,0,0.987227283375627,0.159318206614246,1,1.7307963267949,0.223092553698501,0.327764250750302,0.545,-0.00320272881745588,0.000387018337042546,0.000646904274525053,0,0.000581389225738675,7.5e-06
0.18,0.996095932421156,0.173922223470402,1,1.74435834428684,0.942321620169716,-0.0959313656828511,0,0.983843692788121,0.179029573425824,1,1.7507963267949,0.242729334341427,0.352663904906929,0.545,0.0948557430349933,0.000529947928178945,0.00087062752279077,0,0.000710148875899885,5.8e-06
0.2,0.994577262572568,0.192791860057486,1,1.76306524838349,0.940804380016652,-0.097959180815471,0,0.980066577841242,0.198669330795061,1,1.7707963267949,0.263027157734026,0.372791507867658,0.545,0.0882804156238382,0.000700787202031498,0.00113303140227187,0,0.000864770444128111,5.7e-06
0.22,0.992741406570892,0.211614017177991,1,1.78385859194391,0.939855279551406,-0.101059853311433,0,0.975897449330606,0.218229623080869,1,1.7907963267949,0.28618667905429,0.387003938895473,0.545,-0.0183522108975781,0.000901341886178524,0.00143431511151718,0,0.00100352514114789,5.4e-06
0.24,0.990571127280684,0.230396210280023,1,1.8041129577562,0.939833658025208,-0.103023101907004,0,0.97133797485203,0.237702626427135,1,1.8107963267949,0.302423984884744,0.402132047847215,0.545,0.00790041276245215,0.00113244708504901,0.0017747700053849,0,0.00113719252192183,7.8e-06
0.26,0.988051399304886,0.249144153130355,1,1.82222830220962,0.940665976804659,-0.102343801905661,0,0.966389978134513,0.257080551892155,1,1.8307963267949,0.311449945888327,0.419038086319568,0.545,0.120591127591734,0.00139396760438255,0.00215488637564294,0,0.0013085530136274,6.8e-06
0.28,0.985167490186649,0.267857740918755,1,1.84137393993231,0.94176118959125,-0.10195021391873,0,0.961055438310771,0.276355648564114,1,1.8507963267949,0.32733930088693,0.428424928232681,0.545,0.0717337748284262,0.001686639393871,0.00257415408921418,0,0.00149700075087907,5.3e-06
0.3,0.981906899649657,0.286536424574799,1,1.86274350326506,0.943238506161389,-0.10327733658124,0,0.955336489125606,0.29552020666134,1,1.8707963267949,0.347168716692124,0.432324368728082,0.545,-0.0434906674369538,0.00201166071763303,0.00303136209603166,0,0.00165805722147585,5.1e-06
0.32,0.978260900219475,0.305184025129353,1,1.88263558634959,0.945622739355043,-0.103077135316404,0,0.949235418082441,0.314566560616118,1,1.8907963267949,0.352939859427957,0.44380708076632,0.545,0.0307887031245754,0.00236836719230868,0.00352630120855313,0,0.00182127203038202,5.4e-06
0.34,0.974221123818031,0.323800241229971,1,1.90039249408912,0.948462489547817,-0.100439324590987,0,0.942754665528346,0.333487092140814,1,1.9107963267949,0.352929941794839,0.457607363032135,0.545,0.14438078548275,0.00275536523378867,0.00405905044321875,0,0.00202934868449746,5.3e-06
0.36,0.96977795627811,0.342376286626861,1,1.92020024486612,0.951111349729966,-0.0992388023774179,0,0.935896823677935,0.35227423327509,1,1.9307963267949,0.368814666470394,0.458074980967168,0.545,0.0425213420980519,0.00317333873276376,0.00462796023554375,0,0.00224127032307297,4.7e-06
