Time,X,Y,Z,Psi,Vx_B,Vy_B,Vz_B,Ref_X,Ref_Y,Ref_Z,Ref_Psi,Ux,Uy,Uz,Upsi,Int_X,Int_Y,Cost,CalcTime
0,1.15,0,1,1.5707963267949,1,6.12323399573677e-17,0,1,0,1,1.5707963267949,0.2572666202365,0.853048430113803,0.544999999991153,0.0567328600857512,0,0,21.6966895504145,0.0064081
0.02,1.14964213019231,0.0200004947736843,0.999999999999968,1.59104735927681,1.00044743717058,0.015510521523106,-3.18507886731823e-12,0.999800006666578,0.0199986666933331,1,1.5907963267949,0.263781292526714,0.834199322987947,0.544999999995611,0.0490246270243069,0.0459952270181215,0.000400014663422016,21.2096548609253,0.0055651
0.04,1.1485780537151,0.0399950478801617,0.999999999999889,1.61160278012058,1.0014555913486,0.0297910165757376,-4.76504169455438e-12,0.999200106660978,0.0399893341866341,1,1.6107963267949,0.269599318848305,0.815522456076663,0.544999999997556,0.0477289898891792,0.0919619543559551,0.00159996028964989,20.7199084792641,0.0052466
0.06,1.1468258841281,0.0599746224758255,0.999999999999785,1.63224566385164,1.0029700067154,0.0430632936840099,-5.64487123710933e-12,0.998200539935204,0.0599640064794446,1,1.6307963267949,0.274764452610271,0.797140469132072,0.54499999999905,0.0474540409626746,0.13787229675121,0.00359941864005717,20.2287875108227,0.0051023
0.08,1.14440348324547,0.0799301899242212,0.999999999999668,1.6529348662543,1.00493992063337,0.0553786820402089,-5.98671334728351e-12,0.996801706302619,0.0799146939691727,1,1.6507963267949,0.279301983821702,0.779094102361695,0.545000000000147,0.0473451879023035,0.183699088674195,0.00639760983968574,19.7382373894707,0.0049369
0.1,1.14132841916557,0.0998527827218672,0.999999999999549,1.67365792976052,1.00731678441232,0.0667622588575198,-5.9337423863326e-12,0.995004165278026,0.0998334166468281,1,1.6707963267949,0.283232362614803,0.761410579010683,0.545000000000919,0.0472588960046876,0.229415873236986,0.00999339401631737,19.2500959070824,0.0050424
0.12,1.13761795718849,0.119733508267178,0.999999999999434,1.69440751735217,1.01005364208351,0.0772359248867786,-5.60302026997306e-12,0.992808635853866,0.119712207288919,1,1.6907963267949,0.286576404438872,0.744113409190392,0.545000000001453,0.0471720110486187,0.274996890234927,0.0143852740706549,18.7661481892075,0.0047643
0.14,1.13328905611112,0.139563554813453,0.999999999999327,1.71517744616968,1.01310507116898,0.0868222090083847,-5.07995423504327e-12,0.990215996212637,0.139543114644236,1,1.7107963267949,0.289356042952628,0.72722395283739,0.545000000001817,0.0470812681034087,0.320417063954421,0.0195713988004491,18.2881199354663,0.0052103
0.16,1.12835836585758,0.159334195883867,0.999999999999232,1.73596202654769,1.01642725670821,0.0955448124533273,-4.42568648395537e-12,0.987227283375627,0.159318206614246,1,1.7307963267949,0.291594306443398,0.710761656389952,0.545000000002003,0.0469866706000379,0.365651990862918,0.0255495662253116,17.8176571760606,0.0051096
0.18,1.12284222576744,0.179036794176624,0.99999999999915,1.75675594732932,1.01997808237218,0.103428608489056,-3.70452113429566e-12,0.983843692788121,0.179029573425824,1,1.7507963267949,0.293315171549108,0.694744082529306,0.545000000002057,0.0468887392493203,0.410677927217913,0.0323172270768654,17.3563070528579,0.0046238
0.2,1.11675666342304,0.198662805124301,0.999999999999084,1.77755425110147,1.02371721334701,0.110499548424834,-2.96392244081291e-12,0.980066577841242,0.198669330795061,1,1.7707963267949,0.294543401504055,0.679186914163549,0.545000000002015,0.0467880564634702,0.455471776618378,0.0398714884380138,16.9055020791561,0.004978
