Time,X,Y,Z,Psi,Vx_B,Vy_B,Vz_B,Ref_X,Ref_Y,Ref_Z,Ref_Psi,Ux,Uy,Uz,Upsi,Int_X,Int_Y,Cost,CalcTime
0,0,0,0,0,0,0,0,3,0,0.5,1.5707963267949,0.999999999998549,0.999999999951942,0.999999999997813,0.999999999993036,0,0,9329.5603907363,0.0071894
0.02,0.000397141576731714,0.000420322457671118,0.00163799999999213,0.0214781360795212,0.0403913839379824,0.0412602647832796,0.163799999999213,2.99970601080434,0.0279979420453784,0.504,1.5917963267949,0.999999999993569,0.999999999877502,0.99999999998857,0.196177565132766,5.30777133465445e-06,5.60039826825228e-06,9326.68625300578,0.0068979
0.04,0.00156643333125495,0.00169220768864824,0.00655199999993523,0.0658999360258578,0.0824951564634818,0.0800348417519519,0.327599999995098,2.99882411268122,0.0559869721518592,0.507999999999999,1.61279110337189,0.999999999999502,0.999997701516414,0.999999999998938,0.373670259864335,4.207568493783e-05,4.4972705579485e-05,9318.22599858572,0.0060902
0.06,0.00346235216377901,0.0038413726706411,0.0147419999998334,0.118195586092328,0.126621344294553,0.115750454843973,0.491399999994715,2.99735447829323,0.083961603929477,0.511999999999999,1.63377039979058,0.999999999999993,0.637779652878967,0.999999999999981,0.149625722927246,0.00014031453664203,0.000152672567518958,9305.46884807834,0.0060226
0.08,0.00605087358370167,0.00674741190083657,0.0262079999997276,0.176490973489691,0.172387622200673,0.132825524463298,0.655199999994708,2.99529739551699,0.111916353852798,0.515999999999998,1.65472401575425,0.999999999999998,0.228535294511038,0.999999999999994,0.187257598946566,0.000328292230367424,0.000362371126383096,9293.32160960901,0.0060351
0.1,0.00933586770552168,0.0101260889954046,0.0409499999996217,0.236369097793967,0.21830780705024,0.129664261796991,0.818999999994706,2.99265326738393,0.139845742332148,0.519999999999998,1.67564184502063,0.999999999999999,-0.166244566364419,0.999999999999997,0.147511702660079,0.000633661219016336,0.000698764365110583,9281.87248468854,0.005701
0.12,0.0133578272277556,0.0136883375085643,0.0589679999995159,0.297607440391251,0.26315767644698,0.106980845265103,0.982799999994706,2.98942261199887,0.167744294784359,0.523999999999998,1.69651391216224,0.999999999991053,-0.537285689756828,0.999999999941157,0.140702690599338,0.00108497859935945,0.00117490194804661,9270.7408006428,0.0055677
0.14,0.018188646366494,0.0171721988108438,0.0802619999991982,0.359104631259969,0.305648277090521,0.0662152066852497,1.14659999997352,2.98560606243632,0.195606542702782,0.527999999999997,1.71733040815234,0.999999999999893,-0.902720380391308,0.999999999997774,0.126275771372785,0.00171306375792029,0.00179278184426584,9259.66243918581,0.0054002
0.16,0.0239299835969902,0.0203410935274152,0.104831999998661,0.42038472363679,0.344680554460226,0.00805798307237396,1.31039999997272,2.98120436661456,0.223427024726365,0.531999999999997,1.73808172447656,0.999999999999966,-0.99999999999895,0.999999999998638,0.0995718440700006,0.00255220279078094,0.00254447322651033,9248.63511418805,0.0057887
0.18,0.0306657598603345,0.0230780218387556,0.13267799999811,0.480595121044408,0.379638592268775,-0.0555745296952066,1.47419999997223,2.97621838714747,0.251200287707546,0.535999999999996,1.75875848549459,0.999999999999493,-0.999999999993159,0.982663633598419,0.0848470452652219,0.00364072112878337,0.00341430842352854,9239.29255536353,0.005366
0.2,0.0384274448118618,0.0254126294441179,0.163737589078509,0.538966608456206,0.410574895388923,-0.119949285117632,1.63175890806766,2.97064910117408,0.278920887778751,0.539999999999996,1.77935157880374,1,-0.999999999999999,0.728090063574613,0.0776568903449149,0.00501914432180134,0.00438535125296742,9232.49455215676,0.0057013
0.22,0.047226178093132,0.02741108634789,0.197031891468731,0.595213856458363,0.437777220013465,-0.18460171268434,1.69767133095452,2.9644976001659,0.306583391417259,0.543999999999995,1.79985218338769,0.99999999999233,-0.999999999949616,0.549468317645823,0.0732422090614118,0.00672874588152715,0.00544283759468789,9228.78464954932,0.005641
0.24,0.0570689326826206,0.029137733336371,0.231001404031346,0.649294825392386,0.461558441492275,-0.249195300880718,1.69927992530702,2.95776508971204,0.334182376508231,0.547999999999995,1.8202517953672,0.999999999999472,-0.999999999997196,0.42772243537812,0.0692735436780142,0.00881116055305347,0.00657461499006455,9227.91826342399,0.0050975
0.26,0.0679588584909003,0.0306547595583214,0.264564803304848,0.701238713621399,0.482233068820202,-0.313465582934981,1.65706000204314,2.95045288928207,0.361712433405654,0.551999999999995,1.84054225120527,0.999999999999939,-0.999999999999729,0.348218493108908,0.0653806779345418,0.0113082243129176,0.00777106236244027,9229.71530455506,0.0051232
0.28,0.0798956528640182,0.0320220097441523,0.296997589920903,0.751082834508629,0.500114898506807,-0.377192510376963,1.58621865956235,2.94256243196681,0.38916816599101,0.555999999999994,1.86071574825531,0.999999999999875,-0.999999999999511,0.299772409638511,0.0622776283858503,0.014261828851952,0.00902499984665433,9234.0016997592,0.0050381
0.3,0.0928759241733797,0.0332968464138129,0.327839143786848,0.798879489026562,0.515507922118811,-0.440200843119581,1.49793672703221,2.93409526419686,0.416544192729425,0.559999999999994,1.88076486257752,0.999999999999762,-0.999999999999169,0.273872085670329,0.0594380123518316,0.0177137907840348,0.0103315921052594,9240.58712353604,0.0046871
0.32,0.106893541834936,0.0345340644604569,0.356821817835905,0.844698066794345,0.528698419598704,-0.502357776770106,1.40033067787353,2.92505304543913,0.443835147723098,0.563999999999993,1.90068256398462,0.99999999999891,-0.999999999996528,0.264070593389754,0.0567868799882774,0.0217057351393505,0.0116882471365674,9249.26406964325,0.0050988
