Scenario,State_MSE,State_RMSE,Input_MSE,Avg_SolveTime,Steps,Duration
Hover,6.08862661273925e-20,2.46751425785937e-10,3.96944516715267e-20,0.00425658924302789,251,5
Circle,0.00112668605329574,0.0335661444508562,0.0012327097301519,0.00432582412698413,315,6.28318530717959
Spiral,0.00100168841230947,0.0316494614852997,0.00050650159611629,0.00412575132555673,943,18.8495559215388
