Time,X,Y,Z,Psi,Vx_B,Vy_B,Vz_B,Ref_X,Ref_Y,Ref_Z,Ref_Psi,Ux,Uy,Uz,Upsi,Int_X,Int_Y,Cost,CalcTime
0,0,0,0,0,0,0,0,1,0,1,1.5707963267949,1,1,1,0.753868880456675,0,0,1441.48260844033,0.0067921
0.05,0.00243503079086735,0.00264792266299185,0.0102375,0.0964013425626724,0.10510089759426,0.0974412011979496,0.4095,0.998750260394966,0.0499791692706783,1,1.6207963267949,0.999999999999994,0.999999999999971,0.999999999999996,-0.115001429479746,8.19266668453459e-05,8.78834681558718e-05,1331.94604678238,0.007292
0.1,0.00919042423375037,0.0108986620574474,0.0409499999999999,0.245469857131068,0.221050441905843,0.176044723986345,0.818999999999996,0.995004165278026,0.0998334166468282,1,1.67079632679489,1,0.999999999999995,1,0.395236720178346,0.000631410951425864,0.000716245125490453,1232.7208419055,0.006049
0.15,0.0192875292057211,0.0252099160844925,0.0921374999999997,0.39857504867489,0.346170721459298,0.232980788272517,1.2285,0.988771077936042,0.149438132473599,1,1.72079632679489,1,0.643963510807689,1,0.116307214292354,0.00203149862833975,0.00246977053471136,1125.33840281013,0.0070165
0.2,0.0320399400522752,0.0450730342964105,0.163799999999999,0.579188167006998,0.477205541519786,0.221679931892913,1.638,0.980066577841242,0.198669330795061,1,1.77079632679489,0.999999999998668,-0.365921266839298,0.947222222217114,0.155269660939354,0.00457727868753362,0.00594319849317194,1022.84600639486,0.0063564
0.25,0.0483138830564947,0.0678593631683656,0.254749999999884,0.753389188285181,0.59091195837441,0.0867329712590191,1.9999999999954,0.968912421710645,0.247403959254523,1,1.82079632679489,1,-0.925991580983233,0.545000000005111,0.0751865011192044,0.00855594338199826,0.0115811460355526,933.256264715948,0.0058922
0.3,0.0701178146750506,0.0910795045259549,0.354749999999769,0.916939943247602,0.673106571476663,-0.113919587979363,2,0.955336489125607,0.29552020666134,1,1.87079632679489,1,-0.999999999990995,0.545000000000002,0.0631721127849645,0.0144240972456398,0.0195291204525196,856.553702994301,0.0057604
0.35,0.0983674585425918,0.114589219976039,0.454749999999769,1.06123768028711,0.724777822901038,-0.315701590831019,2,0.93937271284738,0.342897807455452,1,1.92079632679489,0.999999999965956,-0.999988385018339,0.544999999153438,0.0527056467523007,0.0227944726924169,0.0298068151983739,791.43213808545,0.0060452
0.4,0.132914398839938,0.13925201317699,0.554749999980721,1.18778918684073,0.754380909076976,-0.50620178970422,1.99999999923809,0.921060994002887,0.389418342308651,1,1.97079632679489,0.999999999999484,-0.832085373834399,0.301243521422184,0.0520864885840228,0.0343075943966233,0.0424855861485776,736.120574101166,0.0068232
0.45,0.172961808178995,0.166040663382279,0.649265479174625,1.29920930114374,0.770025394734831,-0.666825298433834,1.78061916851806,0.900447102352679,0.434965534111231,1,2.02079632679489,0.999999999991776,-0.585071462943024,0.183652735946884,0.0556632786018821,0.0495607749997461,0.0577283821443722,690.267355019615,0.0066239
0.5,0.217031416219787,0.195868114364679,0.730166124159333,1.3992296115829,0.777777494106246,-0.791110204193675,1.45540663087025,0.877582561890375,0.479425538604204,1,2.07079632679489,0.999999999999999,-0.312338319892965,0.196429737774393,0.0604547297117699,0.0690340492462156,0.0757953188970103,652.636149800226,0.0062182
0.55,0.263332277479919,0.229368142694896,0.795093624802769,1.49140528451005,0.781305209657118,-0.879069111878485,1.14169339486721,0.852524522059508,0.52268722893066,1,2.12079632679489,0.999999999887631,-0.0353448457849401,0.250188586048759,0.0654975362079228,0.0930414110724768,0.0970246941540841,621.626392038045,0.0064612
0.6,0.309990586001657,0.266850541487332,0.845545037732227,1.57868014019895,0.782670984647828,-0.932912095863018,0.876363122311091,0.825335614909681,0.564642473395037,1,2.17079632679488,0.999999999996612,0.240764080774336,0.309757295491089,0.0699161070735752,0.121712370334638,0.121801925730833,595.598977306722,0.0059156
0.65,0.35515212401643,0.308319625698513,0.884070232996331,1.66329657713745,0.783213474370763,-0.955001115202393,0.664644688253072,0.796083798549059,0.605186405736041,1,2.22079632679488,0.999999999999807,0.504120239313586,0.362763077307578,0.0731589865656608,0.154989567178263,0.150527898830611,573.202230588412,0.0057264
0.7,0.397053107741294,0.353502832023551,0.913202136648405,1.74677719007751,0.784170848042774,-0.948449252863666,0.500631457829892,0.764842187284493,0.644217687237693,1,2.27079632679488,0.99999999999267,0.74361670981061,0.406077251861857,0.0745862132462396,0.192634025314365,0.183589838952045,553.378723673536,0.0060448
0.75,0.43410186986084,0.401886170185233,0.935107947706792,1.82993727279782,0.786975679575868,-0.917026154985849,0.375600984505563,0.731688868873826,0.681638760023337,1,2.32079632679488,0.999999999991192,0.954363663749313,0.440050779054712,0.073464300841528,0.234238349724619,0.221335295444064,535.329005198758,0.0059276
0.8,0.464937727460139,0.452759557997732,0.951526639460801,1.91287218253671,0.793362738481626,-0.86450611270639,0.281146685654804,0.696706709347171,0.717356090899526,1,2.37079632679488,0.999999999999838,0.999999999993748,0.466127051135265,0.0697480893598856,0.279247192624264,0.264050205049206,518.467830069211,0.0057246
0.85,0.488787573630058,0.505394972855998,0.963809332394085,1.99502451572843,0.804684415190719,-0.808383205128502,0.210161031676543,0.659983145884988,0.751280405140297,1,2.42079632679488,0.907287898836014,0.999999982997029,0.485902856363516,0.0668674380197076,0.326992958546842,0.311945968997784,502.5716507849,0.0051779
0.9,0.505576394648695,0.558970388740998,0.972987698246091,2.07576177973658,0.812178180530899,-0.753002157079567,0.156973602403707,0.621609968270671,0.783326909627488,1,2.47079632679488,0.79236557029321,0.999999999306599,0.500798289436163,0.0651201715380792,0.376769244923986,0.365160489705947,487.657174336253,0.0059714
0.95,0.515556088048548,0.61247892822079,0.979841839878589,2.15483462930473,0.81373642817675,-0.697740463933715,0.117192062896254,0.58168308946389,0.813415504789379,1,2.52079632679488,0.713407576892594,0.999999999923984,0.511973510460806,0.0635613586761193,0.427881172423358,0.423737753906836,473.443728703052,0.0056073
1,0.519065578967268,0.665005550775711,0.98495834700877,2.2322063218851,0.812907438772846,-0.64223318843888,0.0874682223109789,0.540302305868147,0.841470984807903,1,2.57079632679488,0.663148915294429,0.99999999969056,0.520338378498087,0.062019760995952,0.479664719530803,0.487623488961922,459.582343529512,0.0067411
1.05,0.51644024385691,0.715831448571182,0.988776871640526,2.30787261638616,0.812423628410574,-0.58640444160662,0.065272762959257,0.497571047891735,0.867423225594024,1,2.62079632679488,0.630324297876631,0.999999999999999,0.526591205268303,0.0606843516235277,0.531489742654402,0.556682125542802,445.854050818274,0.0056826
1.1,0.508005900370456,0.764380843715355,0.991626311907026,2.38185860173413,0.813817429091452,-0.530364827011454,0.0487048477007295,0.453596121425586,0.891207360061444,1,2.67079632679488,0.610181523766261,0.999999976763856,0.531261558202286,0.0594274116586172,0.582759095184826,0.630713852763374,432.136698879809,0.0054505
1.15,0.49408204110523,0.810177972146711,0.993752439351614,2.45421811073749,0.818090301597069,-0.474330888814173,0.0363402500827874,0.408487440884166,0.91276394026053,1,2.72079632679488,0.596421164341841,0.999999957890456,0.534748306602382,0.0583087167942279,0.632907907953044,0.709466513929938,418.367912515539,0.005113
1.2,0.474986920181455,0.852818833974828,0.995338788754307,2.52501997895727,0.825581787879095,-0.418563002909632,0.0271137260249316,0.362357754476683,0.932039085967237,1,2.77079632679487,0.584427702286544,0.999999999994984,0.537350696231262,0.0573881957165883,0.681403102929426,0.792644202315993,404.532709398793,0.0052234
1.25,0.451049056595204,0.891948153741167,0.996522365720757,2.59435942246745,0.836150778465398,-0.363331944996432,0.0202293526330671,0.315322362395278,0.948984619355597,1,2.82079632679487,0.571197153608297,0.999999999865531,0.539292716619773,0.056642480748728,0.727743846376331,0.879913193824465,390.646311368299,0.0061948
1.3,0.422617185610112,0.927246286308582,0.997405419476355,2.66235626530215,0.849354367979381,-0.308892773521617,0.0150927975908627,0.267498828624597,0.963558185417205,1,2.87079632679487,0.554021176664819,0.977793261266106,0.540741801556917,0.0560689213157009,0.771463096578463,0.970906090790924,376.738797037923,0.0059704
1.35,0.390094703815579,0.958474464516919,0.998064249890929,2.72914640791123,0.86441857303821,-0.257771038423486,0.0112604189920877,0.219006687093052,0.975723357826673,1,2.92079632679487,0.534974695063304,0.949089312191083,0.54182301013479,0.0554395121610371,0.812130926617703,1.06522674652261,362.867018187355,0.0052612
1.4,0.353936218357382,0.985494160195,0.998555788568566,2.79484880293372,0.880718559510479,-0.210745743650911,0.00840112811339882,0.169967142900251,0.985449729988475,1,2.97079632679487,0.517133433546001,0.918245748816111,0.5426297076724,0.0545983098848621,0.849360840415215,1.16246066225751,349.072458266291,0.0051961
1.45,0.314600718738969,1.0082284851789,0.998922513396865,2.85952243659611,0.89795694163641,-0.168045447481307,0.00626786501855896,0.120502769367377,0.992712991037604,1,3.02079632679487,0.499969887516333,0.883920900761134,0.543231578716969,0.053720253125964,0.882812277129709,1.26218269694985,335.405996190313,0.0044868
1.5,0.27253582560749,1.02665585139355,0.999196117168924,2.92318361597501,0.915802224171125,-0.129975423474517,0.00467628586383098,0.0707372016677132,0.997494986604071,1,3.07079632679487,0.482943181047104,0.847787279420691,0.543680625195944,0.0528803199049774,0.912190016164799,1.36396276076267,321.9241034533,0.0043991
1.55,0.228174499032858,1.04080555602212,0.999400245529025,2.98584557996178,0.933881089226015,-0.0966348957553338,0.00348884854018008,0.0207948278031027,0.999783764189375,1,3.12079632679487,0.465799623682412,0.811182687483732,0.544015649261296,0.0520852544721944,0.937242909501444,1.46737124802782,308.679062318797,0.0047041
1.6,0.18193059958115,1.05074685675705,0.999552540064413,3.04752886195498,0.951817833848774,-0.0679654021108091,0.00260293287534663,-0.0291995223012785,0.999573603041525,1,3.17079632679487,0.448468838980431,0.775155701938781,0.544265599446343,0.0513388906347756,0.957762180778432,1.57198356414008,295.717459797701,0.0040172
